,Site,Fish_no,Spp,Section,FL_mm,Wt_g,Scale,Mort
1215,22,2217,Omy,5,63,3,N,N
1216,22,2218,Omy,5,62,2.4,N,N
1217,22,2219,Omy,5,56,1.9,N,N
1218,22,2220,Omy,5,56,2.4,N,N
1219,22,2221,Omy,5,60,2.2,N,N
1220,22,2222,Omy,5,53,1.7,N,N
1221,22,2223,Omy,5,55,2,N,N
1222,22,2224,Omy,5,58,2.2,N,N
1223,22,2225,Omy,5,72,4,N,N
1224,22,2226,Omy,5,60,2.9,N,N
1225,22,2227,Omy,5,56,2,N,N
1226,22,2228,Omy,5,57,2.2,N,N
1227,22,2229,Omy,5,55,1.7,N,N
1228,22,2230,Omy,5,62,2.8,N,N
1229,22,2231,Omy,3,60,2.1,N,N
1230,22,2232,Omy,3,56,2.1,N,N
1231,22,2233,Omy,3,62,2.5,N,N
1232,22,2234,Omy,3,48,1,N,N
1233,22,2235,Omy,3,49,1.1,N,N
1234,22,2236,Omy,3,49,1.4,N,N
1235,22,2237,Omy,3,49,1.4,N,N
1236,22,2238,Omy,3,48,1.2,N,N
1237,22,2239,Omy,4,62,2.5,N,N
1238,22,2240,Omy,4,61,2.5,N,N
1239,22,2241,Omy,4,56,1.8,N,N
1240,22,2242,Omy,4,57,1.8,N,N
1241,22,2243,Omy,4,64,3,N,N
1242,22,2244,Omy,4,53,1.8,N,N
1243,22,2245,Omy,4,49,1.3,N,N
1244,22,2246,Omy,4,59,2.3,N,N
1245,22,2247,Omy,4,65,2.9,N,N
1246,22,2248,Omy,4,60,2.4,N,N
1247,22,2249,Omy,4,62,2.7,N,N
1248,22,2250,Omy,4,52,1.5,N,N
1249,22,2251,Omy,4,51,1.3,N,N
1250,22,2252,Omy,4,59,2.3,N,N
1251,22,2253,Omy,4,59,2.4,N,N
1252,22,2254,Omy,4,51,1.7,N,N
1253,22,2255,Omy,4,55,1.8,N,N
1254,22,2256,Omy,4,58,1.7,N,N
1255,22,2257,Omy,4,55,1.8,N,N
1256,22,2258,Omy,4,55,2,N,N
1257,22,2259,Omy,4,53,1.7,N,N
1258,22,2260,Omy,4,54,1.7,N,N
1259,22,2261,Omy,1,49,1.2,N,N
1260,22,2262,Omy,1,54,2,N,N
1261,22,2263,Omy,1,51,1.4,N,N
1262,22,2264,Omy,1,59,2.3,N,N
1263,22,2265,Omy,1,52,1.9,N,N
1264,22,2266,Omy,1,65,3.3,N,N
1265,22,2267,Omy,1,62,2.7,N,N
1266,22,2268,Omy,1,66,3.2,N,N
1267,22,2269,Omy,1,60,2.4,N,N
1268,22,2270,Omy,1,56,2.3,N,N
1269,22,2271,Omy,1,59,2.2,N,N
1270,22,2272,Omy,1,60,2.5,N,N
1271,22,2273,Omy,1,57,2.2,N,N
1272,22,2274,Omy,1,54,1.9,N,N
1273,22,2275,Omy,1,52,1.4,N,N
1274,23,2301,Omy,5,56,1.9,N,N
1275,23,2302,Omy,5,63,3,N,N
1276,23,2303,Omy,5,54,1.6,N,N
1277,23,2304,Omy,5,70,4.1,N,N
1278,23,2305,Omy,5,79,5.5,N,N
1279,23,2306,Omy,5,73,4.1,N,N
1280,23,2307,Omy,5,61,2.6,N,N
1281,23,2308,Omy,5,86,7.1,Y,N
1282,23,2309,Omy,5,80,5.5,N,N
1283,23,2310,Omy,5,58,2.1,N,N
1284,23,2311,Omy,5,53,1.6,N,N
1285,23,2312,Omy,5,64,2.8,N,N
1286,23,2313,Omy,5,65,2.9,N,N
1287,23,2314,Omy,5,56,1.9,N,N
1288,23,2315,Omy,5,60,2.4,N,N
1289,23,2316,Omy,4,57,2,N,N
1290,23,2317,Omy,4,59,2.1,N,N
1291,23,2318,Omy,4,63,2.6,N,N
1292,23,2319,Omy,4,74,4.1,N,N
1293,23,2320,Omy,4,74,4.2,N,N
1294,23,2321,Omy,4,64,2.9,N,N
1295,23,2322,Omy,4,63,2.8,N,N
1296,23,2323,Omy,4,64,2.7,N,N
1297,23,2324,Omy,4,60,2.4,N,N
1298,23,2325,Omy,4,57,1.7,N,N
1299,23,2326,Omy,4,56,1.9,N,N
1300,23,2327,Omy,4,66,3.3,N,N
1301,23,2328,Omy,4,62,2.4,N,N
1302,23,2329,Omy,4,67,3,N,N
1303,23,2330,Omy,4,56,1.7,N,N
1304,23,2331,Omy,3,65,3.2,N,N
1305,23,2332,Omy,3,77,5.1,N,N
1306,23,2333,Omy,3,83,7.1,N,N
1307,23,2334,Omy,3,58,2,N,N
1308,23,2335,Omy,3,75,4.5,N,N
1309,23,2336,Omy,3,72,4.3,N,N
1310,23,2337,Omy,3,59,2.2,N,N
1311,23,2338,Omy,3,68,3.3,N,N
1312,23,2339,Omy,3,61,2.7,N,N
1313,23,2340,Omy,3,55,1.8,N,N
1314,23,2341,Omy,3,64,2.8,N,N
1315,23,2342,Omy,3,60,2.4,N,N
1316,23,2343,Omy,3,74,4.6,N,N
1317,23,2344,Omy,3,70,3.9,N,N
1318,23,2345,Omy,3,51,1.5,N,N
1319,23,2346,Omy,1,77,4.7,N,N
1320,23,2347,Omy,1,58,2,N,N
1321,23,2348,Omy,1,83,6.6,N,N
1322,23,2349,Omy,1,70,3.8,N,N
1323,23,2350,Omy,1,78,6.1,N,N
1324,23,2351,Omy,1,65,2.9,N,N
1325,23,2352,Omy,1,81,5.3,N,N
1326,23,2353,Omy,1,59,2.3,N,N
1327,23,2354,Omy,1,61,2.6,N,N
1328,23,2355,Omy,1,63,2.5,N,N
1329,23,2356,Omy,1,61,2.6,N,N
1330,23,2357,Omy,2,69,4,N,N
1331,23,2358,Omy,2,65,2.8,N,N
1332,23,2359,Omy,2,72,4.2,N,N
1333,23,2360,Omy,2,81,5.9,N,N
1334,23,2361,Omy,2,61,2.6,N,N
1335,23,2362,Omy,2,78,5.2,N,N
1336,23,2363,Omy,2,50,1.4,N,N
1337,23,2364,Omy,2,61,2.5,N,N
1338,23,2365,Omy,2,79,5.5,N,N
1339,23,2366,Omy,2,75,4.5,N,N
1340,23,2367,Omy,2,64,2.8,N,N
1341,23,2368,Omy,2,76,3.1,N,N
1342,23,2369,Omy,2,79,6.1,N,N
1343,23,2370,Omy,2,76,5,N,N
1344,23,2371,Omy,2,50,1.2,N,N
1345,23,2372,Omy,2,65,3.2,N,N
1346,23,2373,Omy,2,68,3.4,N,N
1347,23,2374,Omy,2,57,2.1,N,Y
1348,23,2375,Omy,2,69,3.8,N,Y
1349,24,2401,Omy,6,60,2.6,N,Y
1350,24,2402,Omy,6,57,2,N,Y
1351,24,2403,Omy,6,48,1.2,N,Y
1352,24,2404,Omy,6,54,1.6,N,N
1353,24,2405,Omy,6,57,2,N,N
1354,24,2406,Omy,6,58,2.3,N,N
1355,24,2407,Omy,6,66,2.7,N,N
1356,24,2408,Omy,6,63,3.3,N,N
1357,24,2409,Omy,6,61,2.4,N,N
1358,24,2410,Omy,6,60,2.4,N,N
1359,24,2411,Omy,6,64,3.3,N,N
1360,24,2412,Omy,6,60,2.5,N,N
1361,24,2413,Omy,6,64,2.9,N,N
1362,24,2414,Omy,6,55,2,N,N
1363,24,2415,Omy,6,53,1.8,N,N
1364,24,2416,Omy,6,51,1.5,N,N
1365,24,2417,Omy,6,49,1.4,N,N
1366,24,2418,Omy,6,47,1.4,N,N
1367,24,2419,Omy,6,49,1.2,N,N
1368,24,2420,Omy,6,46,1.1,N,N
1369,24,2421,Omy,5,53,1.7,N,Y
1370,24,2422,Omy,5,47,1.2,N,Y
1371,24,2423,Omy,5,61,2.5,N,N
1372,24,2424,Omy,5,54,1.7,N,N
1373,24,2425,Omy,5,47,1.2,N,N
1374,24,2426,Omy,5,60,2.8,N,N
1375,24,2427,Omy,5,64,3,N,N
1376,24,2428,Omy,5,50,1.2,N,N
1377,24,2429,Omy,5,46,1,N,N
1378,24,2430,Omy,5,54,1.8,N,N
1379,24,2431,Omy,5,56,2.1,N,N
1380,24,2432,Omy,5,49,1.2,N,N
1381,24,2433,Omy,5,47,1.1,N,N
1382,24,2434,Omy,5,47,1.1,N,N
1383,24,2435,Omy,2,53,1.8,N,Y
1384,24,2436,Omy,2,65,2.7,N,N
1385,24,2437,Omy,2,72,4.2,N,N
1386,24,2438,Omy,2,48,1,N,N
1387,24,2439,Omy,2,55,2,N,N
1388,24,2440,Omy,2,53,1.6,N,N
1389,24,2441,Omy,2,51,1.7,N,N
1390,24,2442,Omy,2,52,1.5,N,N
1391,24,2443,Omy,2,50,1.5,N,N
1392,24,2444,Omy,3,48,1.2,N,N
1393,24,2445,Omy,3,50,1.3,N,N
1394,24,2446,Omy,3,53,1.6,N,N
1395,24,2447,Omy,3,72,3.9,N,N
1396,24,2448,Omy,3,53,1.6,N,N
1397,24,2449,Omy,3,51,1.5,N,N
1398,24,2450,Omy,1,56,1.7,N,N
1399,24,2451,Omy,1,60,2.1,N,N
1400,24,2452,Omy,1,74,4.3,N,N
1401,24,2453,Omy,1,58,1.9,N,N
1402,24,2454,Omy,1,60,2.4,N,N
1403,24,2455,Omy,1,59,2.1,N,N
1404,24,2456,Omy,1,55,1.7,N,N
1405,24,2457,Omy,1,50,1.3,N,N
1406,24,2458,Omy,1,45,1,N,N
1407,24,2459,Omy,1,46,1,N,N
1408,24,2460,Omy,4,54,1.4,N,N
1409,24,2461,Omy,4,72,4.1,N,N
1410,24,2462,Omy,4,59,2.5,N,N
1411,24,2463,Omy,4,58,2.2,N,N
1412,24,2464,Omy,4,62,2.6,N,N
1413,24,2465,Omy,4,48,1.2,N,N
1414,24,2466,Omy,4,53,1.6,N,N
1415,24,2467,Omy,4,53,1.6,N,N
1416,24,2468,Omy,4,47,1.1,N,N
1417,24,2469,Omy,4,46,1.1,N,N
1418,24,2470,Omy,4,48,1.3,N,N
1419,25,2501,Omy,5,44,1,N,Y
1420,25,2502,Omy,5,42,0.6,N,Y
1421,25,2503,Omy,5,51,1.3,N,N
1422,25,2504,Omy,5,57,2.1,N,N
1423,25,2505,Omy,5,49,1.4,N,N
1424,25,2506,Omy,5,58,2.6,N,N
1425,25,2507,Omy,5,62,2.9,N,N
1426,25,2508,Omy,5,59,2.5,N,N
1427,25,2509,Omy,5,63,2.7,N,N
1428,25,2510,Omy,5,61,2.9,N,N
1429,25,2511,Omy,5,52,1.6,N,N
1430,25,2512,Omy,5,54,1.7,N,N
1431,25,2513,Omy,5,56,1.9,N,N
1432,25,2514,Omy,5,55,1.9,N,N
1433,25,2515,Omy,5,52,1.6,N,N
1434,25,2516,Omy,5,48,1.1,N,N
1435,25,2517,Omy,5,49,1.4,N,N
1436,25,2518,Omy,5,46,0.9,N,N
1437,25,2519,Omy,6,45,1.2,N,Y
1438,25,2520,Omy,6,57,2.2,N,N
1439,25,2521,Omy,6,46,1.1,N,N
1440,25,2522,Omy,6,51,1.6,N,N
1441,25,2523,Omy,6,51,1.6,N,N
1442,25,2524,Omy,6,51,1.5,N,N
1443,25,2525,Omy,6,47,1.3,N,N
1444,25,2526,Omy,6,47,1.4,N,N
1445,25,2527,Omy,6,49,1.3,N,N
1446,25,2528,Omy,6,55,2.1,N,N
1447,25,2529,Omy,6,55,1.8,N,N
1448,25,2530,Omy,6,50,1.8,N,N
1449,25,2531,Omy,6,63,3.1,N,N
1450,25,2532,Omy,4,44,0.9,N,Y
1451,25,2533,Omy,4,73,4.3,N,N
1452,25,2534,Omy,4,65,2.6,N,N
1453,25,2535,Omy,4,56,2.2,N,N
1454,25,2536,Omy,4,58,2.3,N,N
1455,25,2537,Omy,4,69,3.5,N,N
1456,25,2538,Omy,4,64,2.9,N,N
1457,25,2539,Omy,4,58,2.1,N,N
1458,25,2540,Omy,4,64,2.8,N,N
1459,25,2541,Omy,4,60,2.5,N,N
1460,25,2542,Omy,4,50,1.4,N,N
1461,25,2543,Omy,4,54,1.9,N,N
1462,25,2544,Omy,4,53,1.5,N,N
1463,25,2545,Omy,4,55,1.7,N,N
1464,25,2546,Omy,4,51,1.6,N,N
1465,25,2547,Omy,3,36,0.4,N,Y
1466,25,2548,Omy,3,46,0.9,N,N
1467,25,2549,Omy,3,66,2.8,N,N
1468,25,2550,Omy,3,58,2.3,N,N
1469,25,2551,Omy,3,59,2.6,N,N
1470,25,2552,Omy,3,50,1.3,N,N
1471,25,2553,Omy,3,53,1.5,N,N
1472,25,2554,Omy,3,55,1.8,N,N
1473,25,2555,Omy,3,53,1.7,N,N
1474,25,2556,Omy,3,52,1.6,N,N
1475,25,2557,Omy,3,49,1.4,N,N
1476,25,2558,Omy,3,50,1.3,N,N
1477,25,2559,Omy,3,47,1.1,N,N
1478,25,2560,Omy,1,54,1.8,N,Y
1479,25,2561,Omy,1,48,1.2,N,Y
1480,25,2562,Omy,1,53,1.3,N,N
1481,25,2563,Omy,1,60,2.5,N,N
1482,25,2564,Omy,1,63,2.8,N,N
1483,25,2565,Omy,1,51,1.4,N,N
1484,25,2566,Omy,1,50,1.3,N,N
1485,25,2567,Omy,1,57,2.2,N,N
1486,25,2568,Omy,1,50,1.4,N,N
1487,25,2569,Omy,2,49,0.7,N,Y
1488,25,2570,Omy,2,61,2.7,N,N
1489,25,2571,Omy,2,65,2.9,N,N
1490,25,2572,Omy,2,56,2.1,N,N
1491,25,2573,Omy,2,60,2.4,N,N
1492,25,2574,Omy,2,64,3.2,N,N
1493,25,2575,Omy,2,52,1.7,N,N
1494,26,2601,Omy,5,51,1.5,N,N
1495,26,2602,Omy,5,59,2,N,N
1496,26,2603,Omy,5,69,4.2,N,N
1497,26,2604,Omy,5,69,3.6,N,N
1498,26,2605,Omy,5,53,1.5,N,N
1499,26,2606,Omy,5,60,2.4,N,N
1500,26,2607,Omy,5,52,1.6,N,N
1501,26,2608,Omy,5,60,2.5,N,N
1502,26,2609,Omy,5,51,1.3,N,N
1503,26,2610,Omy,5,55,1.8,N,N
1504,26,2611,Omy,5,53,1.6,N,N
1505,26,2612,Omy,5,49,1.2,N,N
1506,26,2613,Omy,5,49,1.2,N,N
1507,26,2614,Omy,5,46,1,N,N
1508,26,2615,Omy,5,46,0.9,N,N
1509,26,2616,Omy,4,53,1.5,N,N
1510,26,2617,Omy,4,65,3.5,N,N
1511,26,2618,Omy,4,70,3.7,N,N
1512,26,2619,Omy,4,66,3.5,N,N
1513,26,2620,Omy,4,60,2.3,N,N
1514,26,2621,Omy,4,54,1.7,N,N
1515,26,2622,Omy,4,60,2.2,N,N
1516,26,2623,Omy,4,54,1.6,N,N
1517,26,2624,Omy,4,59,2.4,N,N
1518,26,2625,Omy,4,51,1.4,N,N
1519,26,2626,Omy,4,53,1.8,N,N
1520,26,2627,Omy,4,51,1.5,N,N
1521,26,2628,Omy,4,45,0.8,N,N
1522,26,2629,Omy,4,51,1.4,N,N
1523,26,2630,Omy,4,47,1.2,N,N
1524,26,2631,Omy,3,62,2.9,N,N
1525,26,2632,Omy,3,74,4.5,N,N
1526,26,2633,Omy,3,58,2,N,N
1527,26,2634,Omy,3,61,2.5,N,N
1528,26,2635,Omy,3,70,3.6,N,N
1529,26,2636,Omy,3,62,2.4,N,N
1530,26,2637,Omy,3,56,1.7,N,N
1531,26,2638,Omy,3,50,1.3,N,N
1532,26,2639,Omy,3,63,2.6,N,N
1533,26,2640,Omy,3,63,2.5,N,N
1534,26,2641,Omy,3,55,1.8,N,N
1535,26,2642,Omy,3,50,1.2,N,N
1536,26,2643,Omy,3,53,1.5,N,N
1537,26,2644,Omy,3,48,1.3,N,N
1538,26,2645,Omy,3,53,1.5,N,N
1539,26,2646,Omy,2,55,1.6,N,N
1540,26,2647,Omy,2,56,2.1,N,N
1541,26,2648,Omy,2,57,1.7,N,N
1542,26,2649,Omy,2,63,2.6,N,N
1543,26,2650,Omy,2,60,1.9,N,N
1544,26,2651,Omy,2,74,4.1,N,N
1545,26,2652,Omy,2,57,1.9,N,N
1546,26,2653,Omy,2,56,1.8,N,N
1547,26,2654,Omy,2,52,1.6,N,N
1548,26,2655,Omy,2,56,1.7,N,N
1549,26,2656,Omy,2,53,1.6,N,N
1550,26,2657,Omy,2,51,1.4,N,N
1551,26,2658,Omy,2,48,1,N,N
1552,26,2659,Omy,2,46,0.8,N,N
1553,26,2660,Omy,2,45,1,N,N
1554,26,2661,Omy,1,56,1.5,N,Y
1555,26,2662,Omy,1,56,1.9,N,N
1556,26,2663,Omy,1,64,2.6,N,N
1557,26,2664,Omy,1,62,2.2,N,N
1558,26,2665,Omy,1,50,1.2,N,N
1559,26,2666,Omy,1,56,1.8,N,N
1560,26,2667,Omy,1,60,2.2,N,N
1561,26,2668,Omy,1,55,2,N,N
1562,26,2669,Omy,1,56,1.6,N,N
1563,26,2670,Omy,1,58,1.9,N,N
1564,26,2671,Omy,1,50,1.2,N,N
1565,26,2672,Omy,1,53,1.4,N,N
1566,26,2673,Omy,1,54,1.5,N,N
1567,26,2674,Omy,1,50,1.1,N,N
1568,26,2675,Omy,1,51,1.3,N,N
1569,27,2701,Omy,3,64,2.9,N,N
1570,27,2702,Omy,3,68,3.5,N,N
1571,27,2703,Omy,3,56,1.9,N,N
1572,27,2704,Omy,3,60,2.5,N,N
1573,27,2705,Omy,3,48,1.1,N,N
1574,27,2706,Omy,3,56,2.3,N,N
1575,27,2707,Omy,3,45,0.9,N,N
1576,27,2708,Omy,3,45,0.9,N,N
1577,27,2709,Omy,3,51,1.4,N,N
1578,27,2710,Omy,4,78,5.2,N,N
1579,27,2711,Omy,4,60,2.4,N,N
1580,27,2712,Omy,4,49,1.2,N,N
1581,27,2713,Omy,4,53,1.8,N,N
1582,27,2714,Omy,4,64,3,N,N
1583,27,2715,Omy,4,56,1.9,N,N
1584,27,2716,Omy,4,56,1.9,N,N
1585,27,2717,Omy,4,57,2,N,N
1586,27,2718,Omy,4,55,1.9,N,N
1587,27,2719,Omy,4,56,2.2,N,N
1588,27,2720,Omy,4,50,1.2,N,N
1589,27,2721,Omy,4,53,1.6,N,N
1590,27,2722,Omy,4,48,1.3,N,N
1591,27,2723,Omy,4,45,1.1,N,N
1592,27,2724,Omy,4,52,1.5,N,N
1593,27,2725,Omy,2,41,0.8,N,Y
1594,27,2726,Omy,2,60,2,N,N
1595,27,2727,Omy,2,47,1.1,N,N
1596,27,2728,Omy,2,48,1.3,N,N
1597,27,2729,Omy,2,48,1.1,N,N
1598,27,2730,Omy,2,58,2.2,N,N
1599,27,2731,Omy,2,45,0.9,N,N
1600,27,2732,Omy,2,47,1.1,N,N
1601,27,2733,Omy,2,47,1.2,N,N
1602,27,2734,Omy,1,48,1.4,N,N
1603,27,2735,Omy,1,55,1.8,N,N
1604,27,2736,Omy,1,58,2.6,N,N
1605,27,2737,Omy,1,60,2.3,N,N
1606,27,2738,Omy,1,58,1.8,N,N
1607,27,2739,Omy,1,72,3.6,N,N
1608,27,2740,Omy,1,55,2,N,N
1609,27,2741,Omy,1,67,3.2,N,N
1610,27,2742,Omy,1,61,2.6,N,N
1611,27,2743,Omy,1,50,1.4,N,N
1612,27,2744,Omy,1,53,2,N,N
1613,27,2745,Omy,1,49,1.2,N,N
1614,27,2746,Omy,1,49,1.1,N,N
1615,27,2747,Omy,1,49,1.5,N,N
1616,27,2748,Omy,1,50,1.4,N,N
1617,27,2749,Omy,1,50,1.4,N,N
1618,27,2750,Omy,1,48,1.1,N,N
1619,27,2751,Omy,5,55,2.5,N,N
1620,27,2752,Omy,5,52,1.7,N,N
1621,27,2753,Omy,5,67,3.5,N,N
1622,27,2754,Omy,5,64,3,N,N
1623,27,2755,Omy,5,56,1.8,N,N
1624,27,2756,Omy,5,59,2.3,N,N
1625,27,2757,Omy,5,55,2,N,N
1626,27,2758,Omy,5,56,2,N,N
1627,27,2759,Omy,5,52,1.5,N,N
1628,27,2760,Omy,5,56,2.2,N,N
1629,27,2761,Omy,5,55,2.2,N,N
1630,27,2762,Omy,5,62,2.9,N,N
1631,27,2763,Omy,5,45,0.9,N,N
1632,27,2764,Omy,5,52,1.6,N,N
1633,27,2765,Omy,5,50,1.3,N,N
1634,27,2766,Omy,5,78,5.1,N,N
1635,27,2767,Omy,5,48,1.3,N,N
1636,27,2768,Omy,5,52,1.6,N,N
1637,27,2769,Omy,5,49,1.3,N,N
1638,27,2770,Omy,5,47,1.3,N,N
1639,27,2771,Omy,5,45,1.2,N,N
1640,27,2772,Omy,5,48,1.4,N,N
1641,27,2773,Omy,5,46,1,N,N
1642,27,2774,Omy,5,48,1,N,N
1643,27,2775,Omy,5,50,1.3,N,N
1644,28,2801,Omy,5,50,1.3,N,Y
1645,28,2802,Omy,5,51,1.6,N,N
1646,28,2803,Omy,5,58,2.2,N,N
1647,28,2804,Omy,5,70,4.1,N,N
1648,28,2805,Omy,5,59,2.6,N,N
1649,28,2806,Omy,5,58,2,N,N
1650,28,2807,Omy,5,62,2.7,N,N
1651,28,2808,Omy,5,60,2.5,N,N
1652,28,2809,Omy,5,60,2.4,N,N
1653,28,2810,Omy,5,67,3.3,N,N
1654,28,2811,Omy,5,56,1.8,N,N
1655,28,2812,Omy,5,58,2.4,N,N
1656,28,2813,Omy,5,56,2,N,N
1657,28,2814,Omy,5,64,2.8,N,N
1658,28,2815,Omy,5,54,1.9,N,N
1659,28,2816,Omy,4,43,0.8,N,Y
1660,28,2817,Omy,4,58,2.1,N,N
1661,28,2818,Omy,4,59,2.1,N,N
1662,28,2819,Omy,4,55,2,N,N
1663,28,2820,Omy,4,69,3.2,N,N
1664,28,2821,Omy,4,67,2.4,N,N
1665,28,2822,Omy,4,55,1.9,N,N
1666,28,2823,Omy,4,57,2,N,N
1667,28,2824,Omy,4,54,1.4,N,N
1668,28,2825,Omy,4,55,1.7,N,N
1669,28,2826,Omy,4,56,2.1,N,N
1670,28,2827,Omy,4,57,2.3,N,N
1671,28,2828,Omy,4,62,2.7,N,N
1672,28,2829,Omy,4,51,1.5,N,N
1673,28,2830,Omy,4,52,1.5,N,N
1674,28,2831,Omy,3,52,1.8,N,Y
1675,28,2832,Omy,3,55,1.7,N,N
1676,28,2833,Omy,3,50,1.3,N,N
1677,28,2834,Omy,3,50,1.3,N,N
1678,28,2835,Omy,3,60,2.4,N,N
1679,28,2836,Omy,3,56,1.8,N,N
1680,28,2837,Omy,3,63,2.8,N,N
1681,28,2838,Omy,3,53,1.7,N,N
1682,28,2839,Omy,3,55,1.9,N,N
1683,28,2840,Omy,3,62,3.2,N,N
1684,28,2841,Omy,3,51,1.4,N,N
1685,28,2842,Omy,3,59,2.5,N,N
1686,28,2843,Omy,3,68,3.8,N,N
1687,28,2844,Omy,3,57,2.2,N,N
1688,28,2845,Omy,3,63,3,N,N
1689,28,2846,Omy,2,71,4.3,N,N
1690,28,2847,Omy,2,54,1.7,N,N
1691,28,2848,Omy,2,56,1.7,N,N
1692,28,2849,Omy,2,69,4.5,N,N
1693,28,2850,Omy,2,61,2.8,N,N
1694,28,2851,Omy,2,52,1.4,N,N
1695,28,2852,Omy,2,56,1.9,N,N
1696,28,2853,Omy,2,60,2.7,N,N
1697,28,2854,Omy,2,62,2.9,N,N
1698,28,2855,Omy,2,55,1.6,N,N
1699,28,2856,Omy,2,55,1.9,N,N
1700,28,2857,Omy,2,62,2.6,N,N
1701,28,2858,Omy,2,60,2.4,N,N
1702,28,2859,Omy,2,50,1.2,N,N
1703,28,2860,Omy,2,50,1.2,N,N
1704,28,2861,Omy,1,60,1.9,N,N
1705,28,2862,Omy,1,53,1.5,N,N
1706,28,2863,Omy,1,61,2.3,N,N
1707,28,2864,Omy,1,51,1.4,N,N
1708,28,2865,Omy,1,55,1.8,N,N
1709,28,2866,Omy,1,50,1.2,N,N
1710,28,2867,Omy,1,65,3,N,N
1711,28,2868,Omy,1,58,1.7,N,N
1712,28,2869,Omy,1,60,2.4,N,N
1713,28,2870,Omy,1,67,3.3,N,N
1714,28,2871,Omy,1,53,1.4,N,N
1715,28,2872,Omy,1,56,2.2,N,N
1716,28,2873,Omy,1,58,2,N,N
1717,28,2874,Omy,1,52,1.6,N,N
1718,28,2875,Omy,1,55,1.7,N,N
1719,30,3001,Omy,5,47,1.1,N,Y
1720,30,3002,Omy,5,42,0.6,N,Y
1721,30,3003,Omy,5,48,1.2,N,N
1722,30,3004,Omy,5,46,1.2,N,N
1723,30,3005,Omy,5,48,1.2,N,N
1724,30,3006,Omy,5,53,1.5,N,N
1725,30,3007,Omy,5,54,1.7,N,N
1726,30,3008,Omy,6,40,0.5,N,Y
1727,30,3009,Omy,6,45,0.9,N,N
1728,30,3010,Omy,6,52,1.6,N,N
1729,30,3011,Omy,6,49,1.3,N,N
1730,30,3012,Omy,6,49,1.3,N,N
1731,30,3013,Omy,6,80,5.4,Y,N
1732,30,3014,Omy,6,91,8.6,Y,N
1733,30,3015,Omy,5,43,0.7,N,Y
1734,30,3016,Omy,3,41,0.6,N,Y
1735,30,3017,Omy,3,47,1,N,N
1736,30,3018,Omy,3,45,1,N,N
1737,30,3019,Omy,3,50,1.3,N,N
1738,30,3020,Omy,3,48,1.3,N,N
1739,30,3021,Omy,3,45,1,N,N
1740,30,3022,Omy,3,45,1.1,N,N
1741,30,3023,Omy,3,49,1.2,N,N
1742,30,3024,Omy,4,48,1.2,N,N
1743,30,3025,Omy,4,47,1.3,N,N
1744,30,3026,Omy,4,80,5.8,Y,N
1745,30,3027,Omy,2,41,0.8,N,Y
1746,30,3028,Omy,2,48,1.2,N,N
1747,30,3029,Omy,2,48,1.5,N,N
1748,30,3030,Omy,1,46,1,N,N
1749,30,3031,Omy,1,49,1.1,N,N
1750,30,3032,Omy,1,47,1,N,N
1751,30,3033,Omy,1,53,1.4,N,N
1752,30,3034,Omy,1,80,5.5,Y,N
1753,30,3035,Omy,1,80,5.5,Y,N
1754,30,3036,Omy,1,83,5.9,Y,N
1755,31,3101,Omy,1,45,0.9,N,N
1756,31,3102,Omy,1,49,1.3,N,N
1757,31,3103,Omy,1,46,1.1,N,N
1758,31,3104,Omy,1,50,1.3,N,N
1759,31,3105,Omy,4,37,0.4,N,Y
1760,31,3106,Omy,4,46,0.9,N,N
1761,31,3107,Omy,4,51,1.6,N,N
1762,31,3108,Omy,4,47,1.1,N,N
1763,31,3109,Omy,4,59,2.1,N,N
1764,31,3110,Omy,4,61,2.6,N,N
1765,31,3111,Omy,4,55,1.8,N,N
1766,31,3112,Omy,4,58,2,N,N
1767,31,3113,Omy,4,62,2.4,N,N
1768,31,3114,Omy,4,47,1.2,N,N
1769,31,3115,Omy,4,53,1.5,N,N
1770,31,3116,Omy,4,47,1.2,N,N
1771,31,3117,Omy,4,52,1.7,N,N
1772,31,3118,Omy,4,65,3,N,N
1773,31,3119,Omy,4,82,6.3,Y,N
1774,31,3120,Omy,5,51,1.4,N,N
1775,31,3121,Omy,5,54,1.6,N,N
1776,31,3122,Omy,5,62,2.4,N,N
1777,31,3123,Omy,5,52,1.6,N,N
1778,31,3124,Omy,5,59,2.4,N,N
1779,31,3125,Omy,5,50,1.4,N,N
1780,31,3126,Omy,5,50,1.4,N,N
1781,31,3127,Omy,5,63,2.7,N,N
1782,31,3128,Omy,5,64,2.9,N,N
1783,31,3129,Omy,5,57,2,N,N
1784,31,3130,Omy,5,65,3.1,N,N
1785,31,3131,Omy,5,53,1.6,N,N
1786,31,3132,Omy,5,48,1.1,N,N
1787,31,3133,Omy,5,49,1.5,N,N
1788,31,3134,Omy,5,52,2.1,N,N
1789,31,3135,Omy,5,61,3.2,N,N
1790,31,3136,Omy,5,52,1.7,N,N
1791,31,3137,Omy,5,53,1.7,N,N
1792,31,3138,Omy,5,54,1.9,N,N
1793,31,3139,Omy,5,56,2,N,N
1794,31,3140,Omy,5,58,2.1,N,N
1795,31,3141,Omy,3,55,1.7,N,N
1796,31,3142,Omy,3,50,1.3,N,N
1797,31,3143,Omy,3,59,2.4,N,N
1798,31,3144,Omy,3,56,1.9,N,N
1799,31,3145,Omy,3,58,2,N,N
