,Site,Fish_no,Spp,Section,FL_mm,Wt_g,Scale,Mort
2967,50,5040,Omy,1,68,3,N,N
2968,50,5041,Omy,1,71,3.7,N,N
2969,50,5042,Omy,1,69,3.3,N,N
2970,50,5043,Omy,1,66,2.8,N,N
2971,50,5044,Omy,1,71,3.8,N,N
2972,50,5045,Omy,1,64,2.8,N,N
2973,50,5046,Omy,2,52,1.5,N,N
2974,50,5047,Omy,2,55,1.7,N,N
2975,50,5048,Omy,2,66,3.1,N,N
2976,50,5049,Omy,2,70,3.6,N,N
2977,50,5050,Omy,2,56,2,N,N
2978,50,5051,Omy,2,66,3,N,N
2979,50,5052,Omy,2,75,4.3,N,N
2980,50,5053,Omy,2,65,2.8,N,N
2981,50,5054,Omy,2,74,4.2,N,N
2982,50,5055,Omy,2,68,3.2,N,N
2983,50,5056,Omy,2,71,3.5,N,N
2984,50,5057,Omy,2,63,2.5,N,N
2985,50,5058,Omy,2,67,3.2,N,N
2986,50,5059,Omy,2,55,1.8,N,N
2987,50,5060,Omy,2,63,2.6,N,N
2988,50,5061,Omy,3,58,2.1,N,N
2989,50,5062,Omy,3,55,2,N,N
2990,50,5063,Omy,3,71,3.8,N,N
2991,50,5064,Omy,3,62,2.6,N,N
2992,50,5065,Omy,3,62,2.7,N,N
2993,50,5066,Omy,3,59,2.3,N,N
2994,50,5067,Omy,3,69,3.4,N,N
2995,50,5068,Omy,3,55,1.9,N,N
2996,50,5069,Omy,3,69,3.6,N,N
2997,50,5070,Omy,3,51,1.4,N,N
2998,50,5071,Omy,3,62,2.5,N,N
2999,50,5072,Omy,3,53,1.4,N,N
3000,50,5073,Omy,3,50,1,N,N
3001,50,5074,Omy,3,49,1.1,N,N
3002,50,5075,Omy,3,47,1,N,N
3003,51,5101,Omy,5,70,3.8,N,N
3004,51,5102,Omy,5,72,6,N,N
3005,51,5103,Omy,5,70,3.7,N,N
3006,51,5104,Omy,5,64,3.4,N,N
3007,51,5105,Omy,5,59,2.3,N,N
3008,51,5106,Omy,5,70,3.8,N,N
3009,51,5107,Omy,5,70,4,N,N
3010,51,5108,Omy,5,54,1.7,N,N
3011,51,5109,Omy,5,58,2,N,N
3012,51,5110,Omy,5,60,2.4,N,N
3013,51,5111,Omy,5,62,2.4,N,N
3014,51,5112,Omy,5,62,2.7,N,N
3015,51,5113,Omy,5,57,2.1,N,N
3016,51,5114,Omy,5,58,2.7,N,N
3017,51,5115,Omy,5,54,1.6,N,N
3018,51,5116,Omy,4,71,4,N,N
3019,51,5117,Omy,4,68,3,N,N
3020,51,5118,Omy,4,75,5,N,N
3021,51,5119,Omy,4,70,4,N,N
3022,51,5120,Omy,4,63,2.9,N,N
3023,51,5121,Omy,4,66,3.9,N,N
3024,51,5122,Omy,4,48,1.2,N,N
3025,51,5123,Omy,4,60,2.3,N,N
3026,51,5124,Omy,4,59,2.5,N,N
3027,51,5125,Omy,4,66,3.1,N,N
3028,51,5126,Omy,4,62,3,N,N
3029,51,5127,Omy,4,55,2.3,N,N
3030,51,5128,Omy,4,56,2,N,N
3031,51,5129,Omy,4,57,2.5,N,N
3032,51,5130,Omy,4,55,2.3,N,N
3033,51,5131,Omy,3,65,2.4,N,N
3034,51,5132,Omy,3,75,4.8,N,N
3035,51,5133,Omy,3,65,3,N,N
3036,51,5134,Omy,3,64,2.8,N,N
3037,51,5135,Omy,3,65,3.6,N,N
3038,51,5136,Omy,3,65,3.2,N,N
3039,51,5137,Omy,3,62,2.9,N,N
3040,51,5138,Omy,3,71,3.9,N,N
3041,51,5139,Omy,3,60,2.7,N,N
3042,51,5140,Omy,3,57,2.4,N,N
3043,51,5141,Omy,3,64,2.8,N,N
3044,51,5142,Omy,3,74,4.3,N,N
3045,51,5143,Omy,3,63,2.4,N,N
3046,51,5144,Omy,3,58,2.3,N,N
3047,51,5145,Omy,3,61,2.8,N,N
3048,51,5146,Omy,2,62,2.4,N,N
3049,51,5147,Omy,2,63,2.7,N,N
3050,51,5148,Omy,2,70,3.9,N,N
3051,51,5149,Omy,2,65,3.3,N,N
3052,51,5150,Omy,2,55,1.8,N,N
3053,51,5151,Omy,2,58,2.2,N,N
3054,51,5152,Omy,2,50,1.4,N,N
3055,51,5153,Omy,2,57,2.3,N,N
3056,51,5154,Omy,2,58,2.3,N,N
3057,51,5155,Omy,2,53,1.5,N,N
3058,51,5156,Omy,2,57,2.3,N,N
3059,51,5157,Omy,2,57,2.4,N,N
3060,51,5158,Omy,2,55,1.6,N,N
3061,51,5159,Omy,2,58,2.6,N,N
3062,51,5160,Omy,2,52,1.9,N,N
3063,51,5161,Omy,1,62,2.5,N,N
3064,51,5162,Omy,1,72,3.5,N,N
3065,51,5163,Omy,1,72,4,N,N
3066,51,5164,Omy,1,55,2.2,N,N
3067,51,5165,Omy,1,61,2.7,N,N
3068,51,5166,Omy,1,60,2.5,N,N
3069,51,5167,Omy,1,48,1.1,N,N
3070,51,5168,Omy,1,58,2.6,N,N
3071,51,5169,Omy,1,55,2,N,N
3072,51,5170,Omy,1,54,1.9,N,N
3073,51,5171,Omy,1,56,2.5,N,N
3074,51,5172,Omy,1,54,2,N,N
3075,51,5173,Omy,1,50,1.3,N,N
3076,51,5174,Omy,1,66,3.4,N,N
3077,51,5175,Omy,1,70,4,N,N
3078,52,5201,Omy,5,47,1.2,N,N
3079,52,5202,Omy,5,47,1.1,N,N
3080,52,5203,Omy,5,47,1.1,N,N
3081,52,5204,Omy,5,45,1.2,N,N
3082,52,5205,Omy,5,47,1.2,N,N
3083,52,5206,Omy,5,53,1.6,N,N
3084,52,5207,Omy,5,58,2.2,N,N
3085,52,5208,Omy,5,54,1.6,N,N
3086,52,5209,Omy,5,59,2.2,N,N
3087,52,5210,Omy,5,57,2,N,N
3088,52,5211,Omy,5,58,2.2,N,N
3089,52,5212,Omy,5,65,2.9,N,N
3090,52,5213,Omy,4,50,1.4,N,N
3091,52,5214,Omy,4,49,1.2,N,N
3092,52,5215,Omy,4,51,1.4,N,N
3093,52,5216,Omy,4,57,2.1,N,N
3094,52,5217,Omy,4,53,1.5,N,N
3095,52,5218,Omy,4,52,1.7,N,N
3096,52,5219,Omy,4,60,2.5,N,N
3097,52,5220,Omy,4,54,1.7,N,N
3098,52,5221,Omy,2,56,2.2,N,N
3099,52,5222,Omy,2,46,1.5,N,N
3100,52,5223,Omy,2,53,1.6,N,N
3101,52,5224,Omy,2,51,1.5,N,N
3102,52,5225,Omy,2,56,1.8,N,N
3103,52,5226,Omy,2,66,3.3,N,N
3104,52,5227,Omy,2,61,2.3,N,N
3105,52,5228,Omy,2,52,1.6,N,N
3106,52,5229,Omy,2,68,3.5,N,N
3107,52,5230,Omy,2,47,1.2,N,N
3108,52,5231,Omy,2,58,2.3,N,N
3109,52,5232,Omy,2,74,4.2,N,N
3110,52,5233,Omy,2,58,2.1,N,N
3111,52,5234,Omy,2,52,1.4,N,N
3112,52,5235,Omy,2,67,3.5,N,N
3113,52,5236,Omy,2,63,3.1,N,N
3114,52,5237,Omy,2,56,2.1,N,N
3115,52,5238,Omy,2,69,3.4,N,N
3116,52,5239,Omy,3,46,0.9,N,N
3117,52,5240,Omy,3,45,0.9,N,N
3118,52,5241,Omy,3,47,1.2,N,N
3119,52,5242,Omy,3,46,1.2,N,N
3120,52,5243,Omy,3,52,1.5,N,N
3121,52,5244,Omy,3,55,2,N,N
3122,52,5245,Omy,3,50,1.6,N,N
3123,52,5246,Omy,3,55,2.2,N,N
3124,52,5247,Omy,3,62,3.1,N,N
3125,52,5248,Omy,3,56,2,N,N
3126,52,5249,Omy,3,52,1.6,N,N
3127,52,5250,Omy,3,58,2.2,N,N
3128,52,5251,Omy,3,69,3.6,N,N
3129,52,5252,Omy,1,45,1,N,N
3130,52,5253,Omy,1,56,1.8,N,N
3131,52,5254,Omy,1,59,2.4,N,N
3132,52,5255,Omy,1,63,3,N,N
3133,52,5256,Omy,1,58,2.1,N,N
3134,52,5257,Omy,1,66,3.5,N,N
3135,52,5258,Omy,1,59,2.3,N,N
3136,52,5259,Omy,1,63,2.5,N,N
3137,52,5260,Omy,1,60,2.2,N,N
3138,52,5261,Omy,1,70,4.8,N,N
3139,52,5262,Omy,1,63,2.6,N,N
3140,52,5263,Omy,1,64,3,N,N
3141,52,5264,Omy,1,69,3.8,N,N
3142,52,5265,Omy,1,58,2.1,N,N
3143,52,5266,Omy,1,64,2.8,N,N
3144,52,5267,Omy,1,55,1.9,N,N
3145,52,5268,Omy,1,60,2.6,N,N
3146,52,5269,Omy,1,56,2.4,N,N
3147,52,5270,Omy,1,61,2.5,N,N
3148,52,5271,Omy,1,53,1.6,N,N
3149,52,5272,Omy,1,57,2,N,N
3150,52,5273,Omy,1,55,2,N,N
3151,52,5274,Omy,1,60,2.5,N,N
3152,52,5275,Omy,1,51,1.9,N,N
3153,53,5301,Omy,4,50,1.3,N,N
3154,53,5302,Omy,4,62,2.7,N,N
3155,53,5303,Omy,4,55,1.7,N,N
3156,53,5304,Omy,4,53,1.7,N,N
3157,53,5305,Omy,4,58,1.9,N,N
3158,53,5306,Omy,4,65,3.2,N,N
3159,53,5307,Omy,4,69,3.7,N,N
3160,53,5308,Omy,4,61,2.6,N,N
3161,53,5309,Omy,4,79,5.9,Y,N
3162,53,5310,Omy,5,45,1,N,N
3163,53,5311,Omy,5,55,1.9,N,N
3164,53,5312,Omy,5,65,3,N,N
3165,53,5313,Omy,5,53,1.7,N,N
3166,53,5314,Omy,5,69,4,N,N
3167,53,5315,Omy,5,65,3.2,N,N
3168,53,5316,Omy,5,55,1.8,N,N
3169,53,5317,Omy,5,62,2.7,N,N
3170,53,5318,Omy,5,59,2.3,N,N
3171,53,5319,Omy,5,50,1.6,N,N
3172,53,5320,Omy,5,71,4.1,N,N
3173,53,5321,Omy,5,65,3.1,N,N
3174,53,5322,Omy,5,66,3.1,N,N
3175,53,5323,Omy,5,62,2.6,N,N
3176,53,5324,Omy,5,63,2.8,N,N
3177,53,5325,Omy,5,59,2.5,N,N
3178,53,5326,Omy,5,52,1.2,N,N
3179,53,5327,Omy,5,54,1.8,N,N
3180,53,5328,Omy,5,52,1.5,N,N
3181,53,5329,Omy,2,60,2.3,N,N
3182,53,5330,Omy,2,49,1.2,N,N
3183,53,5331,Omy,2,59,2.3,N,N
3184,53,5332,Omy,2,50,1.7,N,N
3185,53,5333,Omy,2,60,2.5,N,N
3186,53,5334,Omy,2,54,1.7,N,N
3187,53,5335,Omy,2,62,2.6,N,N
3188,53,5336,Omy,2,65,3,N,N
3189,53,5337,Omy,2,65,3.2,N,N
3190,53,5338,Omy,2,49,1.3,N,N
3191,53,5339,Omy,2,53,1.8,N,N
3192,53,5340,Omy,2,63,2.7,N,N
3193,53,5341,Omy,2,54,2,N,N
3194,53,5342,Omy,2,68,3.8,N,N
3195,53,5343,Omy,2,53,1.5,N,N
3196,53,5344,Omy,2,53,1.5,N,N
3197,53,5345,Omy,2,69,4.3,N,N
3198,53,5346,Omy,1,56,2,N,N
3199,53,5347,Omy,1,62,2.6,N,N
3200,53,5348,Omy,1,74,4.4,N,N
3201,53,5349,Omy,1,58,2.1,N,N
3202,53,5350,Omy,1,58,2.2,N,N
3203,53,5351,Omy,1,62,2.6,N,N
3204,53,5352,Omy,1,66,3.2,N,N
3205,53,5353,Omy,1,54,1.9,N,N
3206,53,5354,Omy,1,52,1.5,N,N
3207,53,5355,Omy,1,53,1.9,N,N
3208,53,5356,Omy,1,61,2.8,N,N
3209,53,5357,Omy,1,53,1.9,N,N
3210,53,5358,Omy,1,61,2.5,N,N
3211,53,5359,Omy,1,62,2.9,N,N
3212,53,5360,Omy,1,48,1.2,N,Y
3213,53,5361,Omy,3,66,3.1,N,N
3214,53,5362,Omy,3,50,1.5,N,N
3215,53,5363,Omy,3,70,4,N,N
3216,53,5364,Omy,3,64,2.7,N,N
3217,53,5365,Omy,3,61,3.2,N,N
3218,53,5366,Omy,3,61,3.2,N,N
3219,53,5367,Omy,3,55,2,N,N
3220,53,5368,Omy,3,51,1.4,N,N
3221,53,5369,Omy,3,53,2,N,N
3222,53,5370,Omy,3,56,2,N,N
3223,53,5371,Omy,3,61,2.6,N,N
3224,53,5372,Omy,3,64,3.2,N,N
3225,53,5373,Omy,3,68,3.8,N,N
3226,53,5374,Omy,3,70,3.5,N,N
3227,53,5375,Omy,3,57,2,N,N
3228,54,5401,Omy,6,45,0.9,N,N
3229,54,5402,Omy,6,56,1.9,N,N
3230,54,5403,Omy,6,60,2.4,N,N
3231,54,5404,Omy,6,58,1.9,N,N
3232,54,5405,Omy,6,54,1.6,N,N
3233,54,5406,Omy,6,55,2.1,N,N
3234,54,5407,Omy,6,50,1,N,N
3235,54,5408,Omy,6,48,1.1,N,N
3236,54,5409,Omy,6,50,1.2,N,N
3237,54,5410,Omy,6,49,1.1,N,N
3238,54,5411,Omy,5,46,0.9,N,N
3239,54,5412,Omy,5,45,0.9,N,N
3240,54,5413,Omy,5,54,1.6,N,N
3241,54,5414,Omy,5,53,1.4,N,N
3242,54,5415,Omy,5,48,1.4,N,N
3243,54,5416,Omy,5,45,0.9,N,N
3244,54,5417,Omy,5,52,1.4,N,N
3245,54,5418,Omy,1,60,2.4,N,N
3246,54,5419,Omy,1,48,1.2,N,N
3247,54,5420,Omy,1,47,1,N,N
3248,54,5421,Omy,1,55,1.9,N,N
3249,54,5422,Omy,1,52,1,N,N
3250,54,5423,Omy,1,61,2.3,N,N
3251,54,5424,Omy,1,51,1.3,N,N
3252,54,5425,Omy,1,53,1.4,N,N
3253,54,5426,Omy,1,65,2.5,N,N
3254,54,5427,Omy,2,45,0.9,N,N
3255,54,5428,Omy,2,53,1.7,N,N
3256,54,5429,Omy,2,45,0.9,N,N
3257,54,5430,Omy,2,45,0.6,N,N
3258,54,5431,Omy,2,66,2.8,N,N
3259,54,5432,Omy,3,60,2.3,N,N
3260,54,5433,Omy,3,56,2,N,N
3261,54,5434,Omy,3,71,3.9,N,N
3262,54,5435,Omy,3,69,4.3,N,N
3263,54,5436,Omy,3,69,3.4,N,N
3264,54,5437,Omy,3,56,1.6,N,N
3265,54,5438,Omy,3,52,1.4,N,N
3266,54,5439,Omy,3,49,1.1,N,N
3267,54,5440,Omy,4,54,1.3,N,N
3268,54,5441,Omy,4,63,2.6,N,N
3269,54,5442,Omy,4,70,3.5,N,N
3270,54,5443,Omy,4,56,1.4,N,N
3271,54,5444,Omy,4,49,1.2,N,N
3272,54,5445,Omy,4,64,2.6,N,N
3273,54,5446,Omy,4,56,1.8,N,N
3274,54,5447,Omy,4,55,1.9,N,N
3275,54,5448,Omy,4,47,1,N,N
3276,54,5449,Omy,4,50,1.1,N,N
3277,54,5450,Omy,4,49,1.1,N,N
3278,54,5451,Omy,4,55,2.2,N,N
3279,54,5452,Omy,4,46,0.7,N,N
3280,54,5453,Omy,4,59,2.2,N,N
3281,55,5501,Omy,4,61,2.5,N,Y
3282,55,5502,Omy,4,64,3.1,N,N
3283,55,5503,Omy,4,66,2.8,N,N
3284,55,5504,Omy,4,55,1.8,N,N
3285,55,5505,Omy,4,61,2.6,N,N
3286,55,5506,Omy,4,66,3.1,N,N
3287,55,5507,Omy,4,67,3.1,N,N
3288,55,5508,Omy,4,65,3,N,N
3289,55,5509,Omy,4,64,2.7,N,N
3290,55,5510,Omy,4,55,2,N,N
3291,55,5511,Omy,4,55,2,N,N
3292,55,5512,Omy,4,63,2.7,N,N
3293,55,5513,Omy,4,51,1.4,N,N
3294,55,5514,Omy,4,48,1.1,N,N
3295,55,5515,Omy,4,68,3.2,N,N
3296,55,5516,Omy,4,58,1.9,N,N
3297,55,5517,Omy,4,50,1.3,N,N
3298,55,5518,Omy,4,55,1.8,N,N
3299,55,5519,Omy,3,49,1.1,N,Y
3300,55,5520,Omy,3,60,2.3,N,N
3301,55,5521,Omy,3,75,4.6,N,N
3302,55,5522,Omy,3,58,1.8,N,N
3303,55,5523,Omy,3,66,3.3,N,N
3304,55,5524,Omy,3,55,1.7,N,N
3305,55,5525,Omy,3,64,2.7,N,N
3306,55,5526,Omy,3,71,3.8,N,N
3307,55,5527,Omy,3,55,1.9,N,N
3308,55,5528,Omy,3,54,1.8,N,N
3309,55,5529,Omy,3,54,1.6,N,N
3310,55,5530,Omy,3,52,1.7,N,N
3311,55,5531,Omy,3,55,1.8,N,N
3312,55,5532,Omy,3,50,1.2,N,N
3313,55,5533,Omy,3,56,1.9,N,N
3314,55,5534,Omy,3,54,1.6,N,N
3315,55,5535,Omy,2,50,1.2,N,N
3316,55,5536,Omy,2,63,2.8,N,N
3317,55,5537,Omy,2,49,1.1,N,N
3318,55,5538,Omy,2,60,2.3,N,N
3319,55,5539,Omy,2,58,1.9,N,N
3320,55,5540,Omy,2,57,2.1,N,N
3321,55,5541,Omy,2,66,3.2,N,N
3322,55,5542,Omy,2,60,2.7,N,N
3323,55,5543,Omy,2,50,1.6,N,N
3324,55,5544,Omy,2,49,1.2,N,N
3325,55,5545,Omy,1,68,4.7,N,N
3326,55,5546,Omy,1,69,3.2,N,N
3327,55,5547,Omy,1,75,4.3,N,N
3328,55,5548,Omy,1,52,1.8,N,N
3329,55,5549,Omy,1,63,3.1,N,N
3330,55,5550,Omy,1,64,3,N,N
3331,55,5551,Omy,1,54,1.6,N,N
3332,55,5552,Omy,1,52,1.5,N,N
3333,55,5553,Omy,1,59,2.4,N,N
3334,55,5554,Omy,1,58,2.1,N,N
3335,55,5555,Omy,1,56,1.8,N,N
3336,55,5556,Omy,1,52,1.5,N,N
3337,55,5557,Omy,1,46,1.1,N,N
3338,55,5558,Omy,1,50,1.2,N,N
3339,55,5559,Omy,1,48,1,N,N
3340,55,5560,Omy,1,46,1,N,N
3341,55,5561,Omy,3,61,2.6,N,N
3342,55,5562,Omy,3,65,2.8,N,N
3343,55,5563,Omy,3,61,2,N,N
3344,55,5564,Omy,3,74,4.3,N,N
3345,55,5565,Omy,3,52,1.3,N,N
3346,55,5566,Omy,3,50,1.4,N,N
3347,55,5567,Omy,3,67,2.9,N,N
3348,55,5568,Omy,3,64,2.6,N,N
3349,55,5569,Omy,3,65,3.1,N,N
3350,55,5570,Omy,3,60,2.2,N,N
3351,55,5571,Omy,3,60,1.9,N,N
3352,55,5572,Omy,3,46,0.9,N,N
3353,55,5573,Omy,3,59,2.1,N,N
3354,55,5574,Omy,3,53,1.4,N,N
3355,55,5575,Omy,3,52,1.5,N,N
3356,56,5601,Omy,4,47,1.3,N,N
3357,56,5602,Omy,4,54,2,N,N
3358,56,5603,Omy,4,54,1.7,N,N
3359,56,5604,Omy,4,71,4,N,N
3360,56,5605,Omy,4,69,3.5,N,N
3361,56,5606,Omy,4,71,3.6,N,N
3362,56,5607,Omy,4,66,3,N,N
3363,56,5608,Omy,4,61,2.5,N,N
3364,56,5609,Omy,4,61,2.5,N,N
3365,56,5610,Omy,4,50,1.6,N,N
3366,56,5611,Omy,4,53,1.8,N,N
3367,56,5612,Omy,4,46,1.1,N,N
3368,56,5613,Omy,4,46,1.1,N,N
3369,56,5614,Omy,4,85,6.6,Y,N
3370,56,5615,Omy,5,44,0.9,N,Y
3371,56,5616,Omy,5,47,1.1,N,Y
3372,56,5617,Omy,5,63,3.1,N,Y
3373,56,5618,Omy,5,47,1,N,N
3374,56,5619,Omy,5,48,1.2,N,N
3375,56,5620,Omy,5,70,3.6,N,N
3376,56,5621,Omy,5,65,2.9,N,N
3377,56,5622,Omy,5,69,3.2,N,N
3378,56,5623,Omy,5,60,2.2,N,N
3379,56,5624,Omy,5,49,1.4,N,N
3380,56,5625,Omy,5,64,2.7,N,N
3381,56,5626,Omy,5,75,4.3,N,N
3382,56,5627,Omy,5,55,1.7,N,N
3383,56,5628,Omy,5,52,1.6,N,N
3384,56,5629,Omy,5,55,1.7,N,N
3385,56,5630,Omy,2,59,2.9,N,N
3386,56,5631,Omy,2,46,1.1,N,N
3387,56,5632,Omy,2,58,2.2,N,N
3388,56,5633,Omy,2,50,1.4,N,N
3389,56,5634,Omy,2,53,2,N,N
3390,56,5635,Omy,2,52,1.7,N,N
3391,56,5636,Omy,2,48,1.2,N,N
3392,56,5637,Omy,2,54,1.6,N,N
3393,56,5638,Omy,2,49,1.2,N,N
3394,56,5639,Omy,2,57,2.1,N,N
3395,56,5640,Omy,2,84,6.2,Y,N
3396,56,5641,Omy,2,73,4.1,N,N
3397,56,5642,Omy,2,75,4.3,N,N
3398,56,5643,Omy,2,63,2.6,N,N
3399,56,5644,Omy,2,54,1.7,N,N
3400,56,5645,Omy,1,49,1.4,N,N
3401,56,5646,Omy,1,46,1.3,N,N
3402,56,5647,Omy,1,46,1,N,N
3403,56,5648,Omy,1,59,2.4,N,N
3404,56,5649,Omy,1,59,2.5,N,N
3405,56,5650,Omy,1,70,4.7,N,N
3406,56,5651,Omy,1,50,1.4,N,N
3407,56,5652,Omy,1,65,2.8,N,N
3408,56,5653,Omy,1,69,3.5,N,N
3409,56,5654,Omy,1,65,2.9,N,N
3410,56,5655,Omy,1,64,2.8,N,N
3411,56,5656,Omy,1,69,3.2,N,N
3412,56,5657,Omy,1,67,3.1,N,N
3413,56,5658,Omy,1,56,1.9,N,N
3414,56,5659,Omy,1,65,2.8,N,N
3415,56,5660,Omy,1,54,1.9,N,N
3416,56,5661,Omy,3,66,3,N,N
3417,56,5662,Omy,3,52,1.3,N,N
3418,56,5663,Omy,3,62,2.3,N,N
3419,56,5664,Omy,3,60,2.5,N,N
3420,56,5665,Omy,3,59,2.7,N,N
3421,56,5666,Omy,3,77,5.1,N,N
3422,56,5667,Omy,3,52,1.4,N,N
3423,56,5668,Omy,3,58,2.1,N,N
3424,56,5669,Omy,3,64,2.5,N,N
3425,56,5670,Omy,3,53,1.5,N,N
3426,56,5671,Omy,3,67,3.7,N,N
3427,56,5672,Omy,3,70,3.8,N,N
3428,56,5673,Omy,3,65,2.9,N,N
3429,56,5674,Omy,3,50,1.4,N,N
3430,56,5675,Omy,3,50,1.4,N,N
3431,57,5701,Omy,5,64,2.9,N,N
3432,57,5702,Omy,5,50,1.5,N,N
3433,57,5703,Omy,5,67,3.2,N,N
3434,57,5704,Omy,5,75,4.9,N,N
3435,57,5705,Omy,5,71,4.7,N,N
3436,57,5706,Omy,5,50,1.8,N,N
3437,57,5707,Omy,5,52,1.5,N,N
3438,57,5708,Omy,5,69,3.3,N,N
3439,57,5709,Omy,5,52,1.6,N,N
3440,57,5710,Omy,5,53,1.4,N,N
3441,57,5711,Omy,5,50,1.3,N,N
3442,57,5712,Omy,4,64,2.5,N,N
3443,57,5713,Omy,4,56,2.2,N,N
3444,57,5714,Omy,4,58,2.1,N,N
3445,57,5715,Omy,4,65,3,N,N
3446,57,5716,Omy,4,60,2.6,N,N
3447,57,5717,Omy,4,58,1.9,N,N
3448,57,5718,Omy,4,64,2.7,N,N
3449,57,5719,Omy,4,68,3.3,N,N
3450,57,5720,Omy,4,63,2.5,N,N
3451,57,5721,Omy,4,60,2.3,N,N
3452,57,5722,Omy,4,55,2,N,N
3453,57,5723,Omy,4,58,2,N,N
3454,57,5724,Omy,4,56,1.7,N,N
3455,57,5725,Omy,4,49,1.3,N,N
3456,57,5726,Omy,4,49,1.2,N,N
3457,57,5727,Omy,4,60,2.1,N,Y
3458,57,5728,Omy,4,71,4.6,N,N
3459,57,5729,Omy,3,57,2,N,N
3460,57,5730,Omy,3,62,2.5,N,N
3461,57,5731,Omy,3,71,3.9,N,N
3462,57,5732,Omy,3,60,2.4,N,N
3463,57,5733,Omy,3,59,2,N,N
3464,57,5734,Omy,3,62,2.8,N,N
3465,57,5735,Omy,3,60,1.7,N,N
3466,57,5736,Omy,3,56,2.1,N,N
3467,57,5737,Omy,3,60,2.1,N,N
3468,57,5738,Omy,3,55,1.7,N,N
3469,57,5739,Omy,3,54,1.8,N,N
3470,57,5740,Omy,3,51,1.6,N,N
3471,57,5741,Omy,3,49,1.4,N,N
3472,57,5742,Omy,3,52,1.5,N,N
3473,57,5743,Omy,3,47,1,N,N
3474,57,5744,Omy,3,46,0.8,N,N
3475,57,5745,Omy,3,45,1,N,N
3476,57,5746,Omy,1,64,2.2,N,N
3477,57,5747,Omy,1,80,5.3,N,N
3478,57,5748,Omy,1,67,3.3,N,N
3479,57,5749,Omy,1,74,4.1,N,N
3480,57,5750,Omy,1,73,4.4,N,N
3481,57,5751,Omy,1,75,4.2,N,N
3482,57,5752,Omy,1,77,6.5,N,N
3483,57,5753,Omy,1,79,4.4,N,N
3484,57,5754,Omy,1,64,2.8,N,N
3485,57,5755,Omy,1,62,2.8,N,N
3486,57,5756,Omy,1,71,3.4,N,N
3487,57,5757,Omy,1,63,2.8,N,N
3488,57,5758,Omy,1,50,1,N,Y
3489,57,5759,Omy,1,77,4.7,N,N
3490,57,5760,Omy,1,76,5.3,N,N
3491,57,5761,Omy,2,71,3.4,N,N
3492,57,5762,Omy,2,68,3.5,N,N
3493,57,5763,Omy,2,69,3.5,N,N
3494,57,5764,Omy,2,59,1.7,N,N
3495,57,5765,Omy,2,64,2.5,N,N
3496,57,5766,Omy,2,64,2.7,N,N
3497,57,5767,Omy,2,63,2.4,N,N
3498,57,5768,Omy,2,50,1,N,N
3499,57,5769,Omy,2,59,2.4,N,N
3500,57,5770,Omy,2,77,4.6,N,N
3501,57,5771,Omy,2,55,1.4,N,N
3502,57,5772,Omy,2,69,4.1,N,N
3503,57,5773,Omy,2,61,2.2,N,N
3504,57,5774,Omy,2,63,2.8,N,N
3505,57,5775,Omy,2,60,1.9,N,N
3506,58,5801,Omy,4,50,1.2,N,N
3507,58,5802,Omy,4,80,5.8,N,N
3508,58,5803,Omy,4,66,2.8,N,N
3509,58,5804,Omy,4,68,2.3,N,N
3510,58,5805,Omy,4,69,3.5,N,N
3511,58,5806,Omy,4,57,2.3,N,N
3512,58,5807,Omy,4,53,1.5,N,N
3513,58,5808,Omy,4,58,1.9,N,N
3514,58,5809,Omy,4,50,1.8,N,N
3515,58,5810,Omy,4,65,3.1,N,N
3516,58,5811,Omy,4,56,1.9,N,N
3517,58,5812,Omy,4,55,1.5,N,N
3518,58,5813,Omy,4,54,1.8,N,N
3519,58,5814,Omy,4,56,1.7,N,N
3520,58,5815,Omy,4,53,1.7,N,N
3521,58,5816,Omy,5,77,4.6,N,N
3522,58,5817,Omy,5,60,2.5,N,N
3523,58,5818,Omy,5,70,3.5,N,N
3524,58,5819,Omy,5,59,2.3,N,N
3525,58,5820,Omy,5,54,1.5,N,N
3526,58,5821,Omy,5,66,3.2,N,N
3527,58,5822,Omy,5,62,2.6,N,N
3528,58,5823,Omy,5,56,1.7,N,N
3529,58,5824,Omy,5,56,2,N,N
3530,58,5825,Omy,5,50,1.8,N,N
3531,58,5826,Omy,5,49,1.2,N,N
3532,58,5827,Omy,5,53,1.5,N,N
3533,58,5828,Omy,5,53,1.3,N,N
3534,58,5829,Omy,5,52,1.4,N,N
3535,58,5830,Omy,5,52,1.3,N,N
3536,58,5831,Omy,1,78,4.9,N,N
3537,58,5832,Omy,1,71,3.8,N,N
3538,58,5833,Omy,1,64,2.9,N,N
3539,58,5834,Omy,1,74,5,N,N
3540,58,5835,Omy,1,69,3.2,N,N
3541,58,5836,Omy,1,70,3.6,N,N
3542,58,5837,Omy,1,55,1.6,N,N
3543,58,5838,Omy,1,62,2.7,N,N
3544,58,5839,Omy,1,58,2,N,N
3545,58,5840,Omy,1,54,1.5,N,N
3546,58,5841,Omy,1,61,2.4,N,N
3547,58,5842,Omy,1,61,2.3,N,N
3548,58,5843,Omy,1,56,1.8,N,N
3549,58,5844,Omy,1,62,2.3,N,N
3550,58,5845,Omy,1,48,1.3,N,Y
3551,58,5846,Omy,3,57,2.1,N,N
3552,58,5847,Omy,3,66,3,N,N
3553,58,5848,Omy,3,52,1.2,N,N
